LATITUDE,LONGITUDE,CLUSTER
12.985175774629262,77.59360012203983,1000.0
9.908041063272607,76.31436103667218,1001.0
11.689669826078331,78.04154087638649,1002.0
10.973425995167812,76.82980174904047,1003.0
10.55606262330456,76.2314423502991,1004.0
10.237902952138613,76.90045023550464,1005.0
12.98243143036653,80.20246244231647,1006.0
12.262085278768907,75.18499764889835,1007.0
12.263580675916426,76.63548886044778,1008.0
11.473666563758792,75.95366706274092,1009.0
9.139397245569079,76.59118036928798,1010.0
15.464716955371761,73.94061415978334,1011.0
9.521827886125882,77.17642808883642,1012.0
11.409051257969416,76.73095815807702,1013.0
12.838211224781423,74.8571428195535,1014.0
8.56527511152964,76.99860894306777,1015.0
11.942963928055446,75.98862742146183,1016.0
13.364966340046378,74.79740116636198,1017.0
17.438947929595546,78.41063138403884,1018.0
9.035674916670546,77.00718295077203,1019.0
17.734326274392767,83.30186017679753,1020.0
11.941231605996183,79.7553263378184,1021.0
13.680998168928483,79.49640063675818,1022.0
15.068672224994529,74.13620941611433,1023.0
11.606253152735194,78.58240684342479,1024.0
15.150052739173683,74.42225016771572,1025.0
10.204262993354378,77.57481133424037,1026.0
8.332501238732387,77.53459348320405,1027.0
16.850585312976577,74.5866349277325,1028.0
10.88733645591192,78.7138244190007,1029.0
11.171206012255109,79.74050562348069,1030.0
12.002067270321696,77.09597934040251,1031.0
15.240927950962634,76.39037150771587,1032.0
10.87214973353627,79.20730024989292,1033.0
17.67250584331325,73.18708916941952,1034.0
9.956284846398638,78.12192592361312,1035.0
15.422230113102584,75.00841722130569,1036.0
13.531582584066069,75.10790574563174,1037.0
12.89434096789678,75.72527868255962,1038.0
13.511126398417542,75.63400491254158,1039.0
10.78658055751803,77.49500666069301,1040.0
13.632050046382082,78.44160431620227,1041.0
14.426964383365268,74.431343345973,1042.0
11.303084293740417,78.19742177990705,1043.0
12.193823902300961,79.06235484141935,1044.0
12.905322734784118,79.1724923896948,1045.0
13.26435057922515,77.0751160865811,1046.0
13.605744255430057,77.34036776957065,1047.0
16.862732657202113,75.71900886986313,1048.0
17.62626577572852,81.71854669125807,1049.0
16.16102168454769,75.75061491677485,1050.0
17.43744727841107,73.51471324983365,1051.0
16.718011373425764,74.23192729286296,1052.0
10.55168809691101,79.43595761025375,1053.0
13.849535630409461,74.95342532348178,1054.0
11.385974982188593,79.2675810002293,1055.0
12.757026022352438,76.8110006943297,1056.0
17.360801723135115,77.90278476534554,1057.0
10.289561385443294,78.76793218729254,1058.0
10.33529875794263,79.79917934511953,1059.0
13.143994986426122,78.12632593589174,1060.0
14.671240625026137,79.00183729979406,1061.0
16.30821964553193,78.75458069202584,1062.0
16.207183316992236,77.35147414630863,1063.0
14.626389444755786,74.80060908500846,1064.0
12.503908938296787,78.22769714252685,1065.0
17.121309560956576,73.33035418002696,1066.0
11.818638497062699,79.14790939282913,1067.0
16.509531381914183,80.62702275095,1068.0
14.464106225249498,75.85225493906393,1069.0
12.518470886377964,78.70374578393704,1070.0
14.210814409105284,77.63045000182093,1071.0
17.596127486938805,74.50894262507929,1072.0
9.142579884433536,78.43292070228158,1073.0
16.99386348463857,82.24827227429758,1074.0
17.713859665171007,77.4388143618589,1075.0
16.57252115923486,81.47127616426313,1076.0
17.680906846897408,73.90146537124102,1077.0
17.118362900120854,81.85784324963754,1078.0
9.239246757323247,79.31005565467107,1079.0
17.736670307215196,75.90518284962022,1080.0
10.010110649541332,79.13989952542603,1081.0
9.319240626835768,78.67275829813087,1082.0
14.024113539010184,78.36602664614273,1083.0
15.74587750727267,78.32862903818233,1084.0
17.042798816420387,73.67235766847283,1085.0
14.145154426434777,76.46422495460868,1086.0
15.28828762530972,75.55364208088476,1087.0
17.38220944704726,76.69013687224393,1088.0
13.767652292418049,76.68898617643424,1089.0
9.104374057676347,77.85381131182568,1090.0
13.321383053811692,76.32666530426002,1091.0
14.72665682945542,75.52631584480206,1092.0
17.674902077077373,75.31963834957018,1093.0
16.277526863363335,74.36379810300296,1094.0
15.94822468777429,80.3533934802509,1095.0
16.4689762303922,76.70700200620918,1096.0
10.575442130344815,72.62745091482765,1097.0
15.573147921794854,80.06149588760688,1098.0
16.299299551282047,77.8774505748718,1099.0
16.089626320320868,76.55671880213903,1100.0
16.583091610179636,77.96806245329341,1101.0
17.05265219146343,76.27343984817085,1102.0
15.850257909146338,74.97859843902438,1103.0
17.206657557763975,79.41611575403732,1104.0
15.47556736282052,78.871792447436,1105.0
14.102991980132451,77.23818903178815,1106.0
14.999512816326517,77.57049566530608,1107.0
14.757512868115949,78.38176475072466,1108.0
10.874063445255489,72.21842680510956,1109.0
17.871072803731323,79.59142076492537,1110.0
17.813463689062516,82.49488447578132,1111.0
17.777339022047215,80.12643544094485,1112.0
16.827772550413226,77.1558735892561,1113.0
17.696638211965816,80.88361607350427,1114.0
15.881184390598296,79.5726277162393,1115.0
15.43098213238095,77.89426867809524,1116.0
14.384069703883505,79.93350702135923,1117.0
16.17576481842105,81.03727263289474,1118.0
15.082866453030304,80.02502988333332,1119.0
17.363458911320755,80.15439774150943,1120.0
16.52897316888889,79.1123503022222,1121.0
16.899992427272732,80.12573228181816,1122.0
13.423939999999993,74.28857850000001,1123.0
16.712876862500003,79.4536531625,1124.0
17.225716668965518,80.64382195517241,1125.0
11.844827586206899,74.66551724137932,1126.0
11.18879536206897,72.76102143103451,1127.0
14.689819256521742,79.50458758260869,1128.0
10.074283426666666,73.64173722666665,1129.0
11.673393125,72.79976735,1130.0
10.968577366666667,73.6299006,1131.0
11.59843004,72.18652435999999,1132.0
8.2822828,73.04696434,1133.0
10.7077084,75.2379306,1134.0
10.0469,72.2985,1135.0
13.160885,71.5100883,1136.0
10.0711121,75.1288971,1137.0
8.0333625,76.365365,1138.0
19.160517533061427,72.95365905588632,2000.0
18.509026997477406,73.81492540962628,2001.0
30.262228431840065,78.04785071138899,2002.0
28.54311419408233,77.1521286196624,2003.0
22.22494105057913,80.62824821090722,2004.0
29.43780664641082,79.334185830282,2005.0
22.950631933101956,72.45915860999774,2006.0
22.577465615248713,88.36454403622503,2007.0
27.06253412934967,88.48194774409167,2008.0
22.5373644259116,78.2119075330043,2009.0
21.323543099386164,81.70879765443742,2010.0
21.484482491514957,79.2470306936744,2011.0
21.034626751568453,75.70587614152076,2012.0
30.827967406393185,76.96309089598097,2013.0
27.162725881760995,77.63569236195478,2014.0
22.473609296852516,73.0248034793202,2015.0
20.23923001515285,85.76117110216339,2016.0
23.373794499252615,69.52939228145914,2017.0
24.626890561985565,73.13564637584379,2018.0
34.112545843384055,77.6036486073784,2019.0
22.68051826267064,75.85462617470476,2020.0
34.065470930193975,74.87487848403254,2021.0
31.11769863345986,75.69002661491136,2022.0
31.92202541254851,76.62898697450932,2023.0
24.96471647142743,75.38465107910983,2024.0
21.05975476377282,77.35237138477912,2025.0
20.996093682181193,73.21764775869184,2026.0
27.067619951292958,76.11506061365336,2027.0
22.412439988327254,70.28642374775374,2028.0
20.3458069324583,73.67069206863549,2029.0
30.43695074354755,79.20847492954547,2030.0
20.81687148787904,78.17170878823228,2031.0
18.91417015789175,82.00552274998796,2032.0
21.570182401593158,72.53046982111648,2033.0
26.058520672852833,76.44414873143747,2034.0
24.653270597172877,79.94814902957313,2035.0
23.79948589415001,81.24562313268795,2036.0
26.836609013723233,80.95072393374464,2037.0
20.23895307560477,79.36585229673804,2038.0
23.63973556277869,88.04994882592413,2039.0
26.649344445175164,90.99279374688805,2040.0
23.138402565354564,77.41614891467955,2041.0
23.282038931025006,86.47154203346366,2042.0
23.56840545281519,87.31398008746504,2043.0
